axis,ad,process_model,dataset_name,f1,precision,recall
Case,SmallDAE,Small,small-0.3-1,0.44499160806038074,0.6481481481481481,0.33879818905199616
Case,SmallDAE-Leaky-10,Small,small-0.3-1,0.49057610501746873,0.6481481481481481,0.3946357525037728
Case,SmallDAE-Leaky-100,Small,small-0.3-1,0.5002635753332001,0.6481481481481481,0.40732610783372203
Case,SmallDAE-Leaky-150,Small,small-0.3-1,0.48464961258955114,0.6481481481481481,0.3870215393058033
Case,SmallDAE-Leaky-200,Small,small-0.3-1,0.4704761571808139,0.6481481481481481,0.36925504184387437
Case,SmallDAE-Leaky-25,Small,small-0.3-1,0.4684108677529747,0.6481481481481481,0.3667169707778845
Case,SmallDAE-Leaky-250,Small,small-0.3-1,0.4745759763848788,0.6481481481481481,0.3743311839758541
Case,SmallDAE-Leaky-300,Small,small-0.3-1,0.5021731822111228,0.6481481481481481,0.40986417889971194
Case,SmallDAE-Leaky-350,Small,small-0.3-1,0.4983447623551668,0.6481481481481481,0.40478803676773223
Case,SmallDAE-Leaky-50,Small,small-0.3-1,0.4983447623551668,0.6481481481481481,0.40478803676773223
Case,SmallLTNFROZEN-10,Small,small-0.3-1,0.6069950315454855,0.6506410256410257,0.5688366031005625
Case,SmallLTNFROZEN-100,Small,small-0.3-1,0.5915122485973333,0.670807453416149,0.5289820277129922
Case,SmallLTNFROZEN-150,Small,small-0.3-1,0.5475773306241435,0.6528662420382165,0.4715324461517355
Case,SmallLTNFROZEN-200,Small,small-0.3-1,0.5711624405033446,0.660958904109589,0.5028467553848264
Case,SmallLTNFROZEN-25,Small,small-0.3-1,0.5398863671498757,0.6592356687898089,0.45712717793936064
Case,SmallLTNFROZEN-250,Small,small-0.3-1,0.4659693467276371,0.6607142857142857,0.3598916175058307
Case,SmallLTNFROZEN-300,Small,small-0.3-1,0.47513416807596653,0.660958904109589,0.37086705995335434
Case,SmallLTNFROZEN-350,Small,small-0.3-1,0.49744252837891273,0.660958904109589,0.3987858416792427
Case,SmallLTNFROZEN-50,Small,small-0.3-1,0.564234772612981,0.6631205673758865,0.49101385649609
