axis,ad,process_model,dataset_name,f1,precision,recall
Case,P2pDAE,P2P,p2p-0.3-1,0.3940526621185754,0.5024467054263566,0.32412778986383045
Case,P2pDAE-Leaky-10,P2P,p2p-0.3-1,0.3745585088396958,0.525,0.29113286600596244
Case,P2pDAE-Leaky-100,P2P,p2p-0.3-1,0.3720808788643454,0.5543478260869565,0.2800136975263879
Case,P2pDAE-Leaky-150,P2P,p2p-0.3-1,0.373473664715786,0.5441373534338358,0.28430424623318024
Case,P2pDAE-Leaky-200,P2P,p2p-0.3-1,0.3825957657948256,0.4923175416133163,0.31286761743614533
Case,P2pDAE-Leaky-25,P2P,p2p-0.3-1,0.3891417283743661,0.49909090909090903,0.3188905003625816
Case,P2pDAE-Leaky-250,P2P,p2p-0.3-1,0.443869696015049,0.5622923588039868,0.3666505519297397
Case,P2pDAE-Leaky-300,P2P,p2p-0.3-1,0.38255617287713856,0.5238686045137658,0.30128515026992186
Case,P2pDAE-Leaky-350,P2P,p2p-0.3-1,0.38266998739057323,0.5501995211492419,0.2933486423334139
Case,P2pDAE-Leaky-50,P2P,p2p-0.3-1,0.4091649804241969,0.5413023816701839,0.32888163725727176
Case,P2pLTNFROZEN-10,P2P,p2p-0.3-1,0.40423684530067516,0.4372809703376629,0.37583595197808395
Case,P2pLTNFROZEN-100,P2P,p2p-0.3-1,0.43947542432341424,0.45365632221855395,0.4261542180323906
Case,P2pLTNFROZEN-150,P2P,p2p-0.3-1,0.4204870126323408,0.42329696092483815,0.4177141245669164
Case,P2pLTNFROZEN-200,P2P,p2p-0.3-1,0.45515505049473964,0.4465815935533313,0.46406413665296914
Case,P2pLTNFROZEN-25,P2P,p2p-0.3-1,0.42701580674901946,0.47587216531700266,0.38725727177503827
Case,P2pLTNFROZEN-250,P2P,p2p-0.3-1,0.45108643941347437,0.422543881683108,0.4837644025461284
Case,P2pLTNFROZEN-300,P2P,p2p-0.3-1,0.4217663726039579,0.38047670144734747,0.47310853275320286
Case,P2pLTNFROZEN-350,P2P,p2p-0.3-1,0.4673847359061218,0.46945446962750953,0.46533317218596404
Case,P2pLTNFROZEN-50,P2P,p2p-0.3-1,0.40493379974022337,0.4855555555555556,0.34727258077511886
