axis,ad,process_model,dataset_name,f1,precision,recall
Case,PaperDAE,Paper,paper-0.3-1,0.3504531722054381,0.6236559139784946,0.24369747899159663
Case,PaperDAE-Leaky-10,Paper,paper-0.3-1,0.3682335363751293,0.6206896551724138,0.26176470588235295
Case,PaperDAE-Leaky-100,Paper,paper-0.3-1,0.38692404449535156,0.5919117647058824,0.28739495798319326
Case,PaperDAE-Leaky-150,Paper,paper-0.3-1,0.3527777777777778,0.5990566037735849,0.25
Case,PaperDAE-Leaky-200,Paper,paper-0.3-1,0.4416122143583681,0.6189024390243902,0.34327731092436975
Case,PaperDAE-Leaky-25,Paper,paper-0.3-1,0.4652282204848103,0.6189024390243902,0.3726890756302521
Case,PaperDAE-Leaky-250,Paper,paper-0.3-1,0.46358555841390936,0.6165644171779141,0.37142857142857144
Case,PaperDAE-Leaky-300,Paper,paper-0.3-1,0.4535979732387791,0.6189024390243902,0.35798319327731093
Case,PaperDAE-Leaky-350,Paper,paper-0.3-1,0.3809860816230243,0.5985915492957746,0.27941176470588236
Case,PaperDAE-Leaky-400,Paper,paper-0.3-1,0.45849168365929477,0.6196319018404908,0.36386554621848743
Case,PaperDAE-Leaky-50,Paper,paper-0.3-1,0.36695278969957085,0.5979020979020979,0.2647058823529412
