axis,ad,process_model,dataset_name,f1,precision,recall
Case,SmallDAE,Small,small-0.3-1,0.48265469307417885,0.6481481481481481,0.38448346823981344
Case,SmallDAE-Leaky-10,Small,small-0.3-1,0.5097208612012292,0.6481481481481481,0.4200164631636713
Case,SmallDAE-Leaky-100,Small,small-0.3-1,0.48265469307417885,0.6481481481481481,0.38448346823981344
Case,SmallDAE-Leaky-150,Small,small-0.3-1,0.4704761571808139,0.6481481481481481,0.36925504184387437
Case,SmallDAE-Leaky-200,Small,small-0.3-1,0.4925324162403238,0.6481481481481481,0.39717382356976266
Case,SmallDAE-Leaky-25,Small,small-0.3-1,0.4886102474801379,0.6481481481481481,0.392097681437783
Case,SmallDAE-Leaky-250,Small,small-0.3-1,0.515288132951376,0.6481481481481481,0.42763067636164087
Case,SmallDAE-Leaky-300,Small,small-0.3-1,0.48464961258955114,0.6481481481481481,0.3870215393058033
Case,SmallDAE-Leaky-350,Small,small-0.3-1,0.5002635753332001,0.6481481481481481,0.40732610783372203
Case,SmallDAE-Leaky-50,Small,small-0.3-1,0.4684108677529747,0.6481481481481481,0.3667169707778845
Case,SmallLTNFROZEN-10,Small,small-0.3-1,0.5290274309778609,0.6607142857142857,0.4411098916175058
Case,SmallLTNFROZEN-100,Small,small-0.3-1,0.5290274309778609,0.6607142857142857,0.4411098916175058
Case,SmallLTNFROZEN-150,Small,small-0.3-1,0.5675715715631695,0.6631205673758865,0.4960899986280697
Case,SmallLTNFROZEN-200,Small,small-0.3-1,0.5608134637622252,0.6598639455782314,0.48761832898888735
Case,SmallLTNFROZEN-25,Small,small-0.3-1,0.5235133967253196,0.6607142857142857,0.4334956784195363
Case,SmallLTNFROZEN-250,Small,small-0.3-1,0.5820254988442408,0.6598639455782314,0.5206132528467553
Case,SmallLTNFROZEN-300,Small,small-0.3-1,0.4538760234138928,0.6551724137931034,0.3472012621758815
Case,SmallLTNFROZEN-350,Small,small-0.3-1,0.5259255413053637,0.6666666666666666,0.43425024008780355
Case,SmallLTNFROZEN-50,Small,small-0.3-1,0.5727961531272557,0.660958904109589,0.5053848264508163
