axis,ad,process_model,dataset_name,f1,precision,recall
Case,LargeDAE,Large,large-0.3-1,0.2695317911068015,0.5972222222222222,0.17403846153846153
Case,LargeDAE-Leaky-10,Large,large-0.3-1,0.2641571771546882,0.5677966101694916,0.17211538461538461
Case,LargeDAE-Leaky-100,Large,large-0.3-1,0.2976268951878708,0.5657894736842105,0.20192307692307693
Case,LargeDAE-Leaky-150,Large,large-0.3-1,0.2697495183044316,0.5882352941176471,0.175
Case,LargeDAE-Leaky-200,Large,large-0.3-1,0.35346374261875313,0.5671641791044776,0.2567307692307692
Case,LargeDAE-Leaky-25,Large,large-0.3-1,0.30579613590939375,0.5795454545454546,0.20769230769230768
Case,LargeDAE-Leaky-250,Large,large-0.3-1,0.3143427379116393,0.5746268656716418,0.21634615384615385
Case,LargeDAE-Leaky-300,Large,large-0.3-1,0.3440607830864455,0.5661764705882353,0.24711538461538463
Case,LargeDAE-Leaky-350,Large,large-0.3-1,0.4409822253628309,0.5723684210526316,0.35865384615384616
Case,LargeDAE-Leaky-50,Large,large-0.3-1,0.2917505030181086,0.6041666666666666,0.1923076923076923
Case,LargeLTNFROZEN-10,Large,large-0.3-1,0.5490373725934314,0.631578947368421,0.4855769230769231
Case,LargeLTNFROZEN-100,Large,large-0.3-1,0.5275052685124628,0.6224489795918368,0.45769230769230773
Case,LargeLTNFROZEN-150,Large,large-0.3-1,0.6476847618255881,0.5977443609022556,0.7067307692307692
Case,LargeLTNFROZEN-200,Large,large-0.3-1,0.6199874254343593,0.6435643564356436,0.5980769230769231
Case,LargeLTNFROZEN-25,Large,large-0.3-1,0.6583541147132169,0.631578947368421,0.6875
Case,LargeLTNFROZEN-250,Large,large-0.3-1,0.6701352757544224,0.6363636363636364,0.7076923076923077
Case,LargeLTNFROZEN-300,Large,large-0.3-1,0.5987795438590174,0.6292134831460674,0.5711538461538461
Case,LargeLTNFROZEN-350,Large,large-0.3-1,0.6523082774687397,0.6451612903225806,0.6596153846153847
Case,LargeLTNFROZEN-50,Large,large-0.3-1,0.5791379754300571,0.6414141414141414,0.5278846153846154
