axis,ad,process_model,dataset_name,f1,precision,recall
Case,SmallDAE,Small,small-0.3-1,0.5084682749504296,0.66,0.4135254988913526
Case,SmallDAE-Leaky-10,Small,small-0.3-1,0.49811825854171554,0.7051282051282051,0.385070214338507
Case,SmallDAE-Leaky-100,Small,small-0.3-1,0.4570720489610438,0.6583333333333333,0.3500554323725056
Case,SmallDAE-Leaky-150,Small,small-0.3-1,0.41766496215648763,0.6931818181818181,0.2988728750923873
Case,SmallDAE-Leaky-200,Small,small-0.3-1,0.4316316569651831,0.6847826086956521,0.3151330376940133
Case,SmallDAE-Leaky-25,Small,small-0.3-1,0.5213203903232365,0.7051282051282051,0.4135254988913526
Case,SmallDAE-Leaky-250,Small,small-0.3-1,0.4231865947400154,0.6808510638297872,0.3070029563932003
Case,SmallDAE-Leaky-300,Small,small-0.3-1,0.42019479050726605,0.7073170731707317,0.2988728750923873
Case,SmallDAE-Leaky-350,Small,small-0.3-1,0.45487242603065464,0.6792452830188679,0.34192535107169253
Case,SmallDAE-Leaky-50,Small,small-0.3-1,0.4354020843054907,0.6666666666666666,0.3232631189948263
Case,SmallLTNFROZEN-10,Small,small-0.3-1,0.6855333286904084,0.6326530612244898,0.748059866962306
Case,SmallLTNFROZEN-100,Small,small-0.3-1,0.5417806491073818,0.6376146788990826,0.470990391722099
Case,SmallLTNFROZEN-150,Small,small-0.3-1,0.5880565336935024,0.6278195488721805,0.553030303030303
Case,SmallLTNFROZEN-200,Small,small-0.3-1,0.605034155247508,0.6268115942028986,0.5847191426459719
Case,SmallLTNFROZEN-25,Small,small-0.3-1,0.627303478340579,0.6326530612244898,0.6220436067997044
Case,SmallLTNFROZEN-250,Small,small-0.3-1,0.6122757527149364,0.6222222222222222,0.6026422764227642
Case,SmallLTNFROZEN-300,Small,small-0.3-1,0.5411428601864465,0.623015873015873,0.4782889874353289
Case,SmallLTNFROZEN-350,Small,small-0.3-1,0.5940190830812194,0.625,0.5659645232815964
Case,SmallLTNFROZEN-50,Small,small-0.3-1,0.5720728275562857,0.615625,0.5342756836659276
