axis,ad,process_model,dataset_name,f1,precision,recall
Case,P2pDAE,P2P,p2p-0.3-1,0.38448640009591395,0.51834073000634,0.3055756989767142
Case,P2pDAE-Leaky-10,P2P,p2p-0.3-1,0.4119307499276975,0.4676090916290489,0.3681008782531625
Case,P2pDAE-Leaky-100,P2P,p2p-0.3-1,0.3735226482521619,0.5292792792792793,0.2885947949399726
Case,P2pDAE-Leaky-150,P2P,p2p-0.3-1,0.3453402019840715,0.5897308075772681,0.24415840786399162
Case,P2pDAE-Leaky-200,P2P,p2p-0.3-1,0.3850904877935136,0.5169579383886256,0.30682459108855054
Case,P2pDAE-Leaky-25,P2P,p2p-0.3-1,0.35238538130976554,0.516243654822335,0.2674844895657078
Case,P2pDAE-Leaky-250,P2P,p2p-0.3-1,0.34966024532856926,0.5047182090329299,0.2674844895657078
Case,P2pDAE-Leaky-300,P2P,p2p-0.3-1,0.39856306646047984,0.5222765162402989,0.3222343082749174
Case,P2pDAE-Leaky-350,P2P,p2p-0.3-1,0.37186800425909045,0.49631786676934925,0.2973168963016679
Case,P2pDAE-Leaky-50,P2P,p2p-0.3-1,0.3841087430351696,0.518359853121175,0.3050922568689066
