axis,ad,process_model,dataset_name,f1,precision,recall
Case,Bpic12DAE,BPIC12,bpic12-0.3-1,0.2193548387096774,1.0,0.12318840579710146
Case,Bpic12DAE-Leaky-10,BPIC12,bpic12-0.3-1,0.4666666666666667,1.0,0.30434782608695654
Case,Bpic12DAE-Leaky-100,BPIC12,bpic12-0.3-1,0.3067484662576687,1.0,0.18115942028985507
Case,Bpic12DAE-Leaky-150,BPIC12,bpic12-0.3-1,0.2641509433962264,1.0,0.15217391304347827
Case,Bpic12DAE-Leaky-200,BPIC12,bpic12-0.3-1,0.29629629629629634,1.0,0.17391304347826086
Case,Bpic12DAE-Leaky-25,BPIC12,bpic12-0.3-1,0.8305084745762712,1.0,0.7101449275362319
Case,Bpic12DAE-Leaky-250,BPIC12,bpic12-0.3-1,0.2193548387096774,1.0,0.12318840579710146
Case,Bpic12DAE-Leaky-300,BPIC12,bpic12-0.3-1,0.41379310344827586,1.0,0.2608695652173913
Case,Bpic12DAE-Leaky-350,BPIC12,bpic12-0.3-1,0.20779220779220778,1.0,0.11594202898550725
Case,Bpic12DAE-Leaky-400,BPIC12,bpic12-0.3-1,0.2857142857142857,1.0,0.16666666666666666
Case,Bpic12DAE-Leaky-50,BPIC12,bpic12-0.3-1,0.37647058823529417,1.0,0.2318840579710145
