axis,ad,process_model,dataset_name,f1,precision,recall
Case,PaperLTNFROZEN-10,Paper,paper-0.3-1,0.5094947739350908,0.6227544910179641,0.43109243697478994
Case,PaperLTNFROZEN-100,Paper,paper-0.3-1,0.6561705483270112,0.6276595744680851,0.6873949579831933
Case,PaperLTNFROZEN-150,Paper,paper-0.3-1,0.5686922060766182,0.6321585903083701,0.5168067226890756
Case,PaperLTNFROZEN-200,Paper,paper-0.3-1,0.6333041063860879,0.6321585903083701,0.634453781512605
Case,PaperLTNFROZEN-25,Paper,paper-0.3-1,0.6213601195971339,0.6321585903083701,0.6109243697478991
Case,PaperLTNFROZEN-250,Paper,paper-0.3-1,0.4707474985285462,0.62,0.37941176470588234
Case,PaperLTNFROZEN-300,Paper,paper-0.3-1,0.4320154883913892,0.6156069364161849,0.33277310924369746
Case,PaperLTNFROZEN-350,Paper,paper-0.3-1,0.5732767762460235,0.6181818181818182,0.534453781512605
Case,PaperLTNFROZEN-400,Paper,paper-0.3-1,0.631519963305442,0.608540925266904,0.6563025210084034
Case,PaperLTNFROZEN-50,Paper,paper-0.3-1,0.5663372267145852,0.6326530612244898,0.5126050420168067
